,Name,Images,Breed
4350,Walker_Hound,n02089867_1471.jpg,24
4714,Standard_Poodle,n02113799_2187.jpg,26
4888,Saint_Bernard,n02109525_15746.jpg,27
1665,Leonberg,n02111129_1670.jpg,9
1391,Schipperke,n02104365_9248.jpg,8
4934,Chihuahua,n02085620_4602.jpg,28
2246,Irish_Wolfhound,n02090721_4073.jpg,12
2451,Blenheim_Spaniel,n02086646_127.jpg,13
3382,Japanese_Spaniel,n02085782_2074.jpg,19
1772,Pomeranian,n02112018_1090.jpg,10
3664,Standard_Schnauzer,n02097209_3470.jpg,20
618,Whippet,n02091134_13109.jpg,3
64,Australian_Terrier,n02096294_2934.jpg,0
2185,Irish_Wolfhound,n02090721_2347.jpg,12
2981,Komondor,n02105505_2699.jpg,16
3056,Yorkshire_Terrier,n02094433_668.jpg,17
2401,Blenheim_Spaniel,n02086646_3766.jpg,13
2077,Pekinese,n02086079_14360.jpg,11
991,Irish_Setter,n02100877_6436.jpg,5
1373,Schipperke,n02104365_6625.jpg,8
1342,Kelpie,n02105412_2650.jpg,7
2864,African_hunting_dog,n02116738_3819.jpg,15
919,Irish_Setter,n02100877_4699.jpg,5
2127,Irish_Wolfhound,n02090721_1002.jpg,12
4517,Kerry_Blue_Terrier,n02093859_2579.jpg,25
3586,Standard_Schnauzer,n02097209_3383.jpg,20
967,Irish_Setter,n02100877_1787.jpg,5
2543,Basenji,n02110806_3971.jpg,14
1507,Schipperke,n02104365_3587.jpg,8
2902,Komondor,n02105505_4081.jpg,16
3739,Dhole,n02115913_359.jpg,21
4225,Lhasa,n02098413_14264.jpg,23
2728,African_hunting_dog,n02116738_1948.jpg,15
3148,Yorkshire_Terrier,n02094433_2643.jpg,17
4024,miniature_pinscher,n02107312_5385.jpg,22
1309,Kelpie,n02105412_6009.jpg,7
2273,Irish_Wolfhound,n02090721_1540.jpg,12
313,Toy_Poodle,n02113624_1582.jpg,1
4680,Standard_Poodle,n02113799_923.jpg,26
227,Toy_Poodle,n02113624_8444.jpg,1
4887,Saint_Bernard,n02109525_10992.jpg,27
4284,Walker_Hound,n02089867_31.jpg,24
567,Whippet,n02091134_392.jpg,3
265,Toy_Poodle,n02113624_2240.jpg,1
3025,Komondor,n02105505_4260.jpg,16
3589,Standard_Schnauzer,n02097209_1807.jpg,20
1791,Pomeranian,n02112018_1584.jpg,10
3417,Japanese_Spaniel,n02085782_1750.jpg,19
4408,Kerry_Blue_Terrier,n02093859_132.jpg,25
1886,Pomeranian,n02112018_598.jpg,10
1808,Pomeranian,n02112018_150.jpg,10
2806,African_hunting_dog,n02116738_4732.jpg,15
4053,Lhasa,n02098413_8151.jpg,23
3529,Japanese_Spaniel,n02085782_3400.jpg,19
3916,miniature_pinscher,n02107312_190.jpg,22
3210,Basset,n02088238_11136.jpg,18
3460,Japanese_Spaniel,n02085782_754.jpg,19
4881,Saint_Bernard,n02109525_2681.jpg,27
1919,Pomeranian,n02112018_4296.jpg,10
1860,Pomeranian,n02112018_4583.jpg,10
2239,Irish_Wolfhound,n02090721_2945.jpg,12
1086,Rottweiler,n02106550_4785.jpg,6
1234,Kelpie,n02105412_3786.jpg,7
367,Norwich_Terrier,n02094258_3298.jpg,2
1683,Leonberg,n02111129_1115.jpg,9
3194,Yorkshire_Terrier,n02094433_2838.jpg,17
1995,Pekinese,n02086079_207.jpg,11
4007,miniature_pinscher,n02107312_7147.jpg,22
613,Whippet,n02091134_7796.jpg,3
27,Australian_Terrier,n02096294_3866.jpg,0
1874,Pomeranian,n02112018_2691.jpg,10
491,Norwich_Terrier,n02094258_1408.jpg,2
4218,Lhasa,n02098413_8214.jpg,23
2897,Komondor,n02105505_3713.jpg,16
3963,miniature_pinscher,n02107312_5281.jpg,22
905,Irish_Setter,n02100877_4506.jpg,5
274,Toy_Poodle,n02113624_6813.jpg,1
32,Australian_Terrier,n02096294_261.jpg,0
4833,Saint_Bernard,n02109525_13780.jpg,27
2720,African_hunting_dog,n02116738_5068.jpg,15
4945,Chihuahua,n02085620_1235.jpg,28
4569,Standard_Poodle,n02113799_2017.jpg,26
946,Irish_Setter,n02100877_3141.jpg,5
3426,Japanese_Spaniel,n02085782_4698.jpg,19
4855,Saint_Bernard,n02109525_16100.jpg,27
1934,Pomeranian,n02112018_13581.jpg,10
3523,Japanese_Spaniel,n02085782_866.jpg,19
1430,Schipperke,n02104365_2424.jpg,8
550,Whippet,n02091134_18951.jpg,3
1952,Pekinese,n02086079_499.jpg,11
2694,Basenji,n02110806_5663.jpg,14
835,Boston_Bull,n02096585_2082.jpg,4
113,Australian_Terrier,n02096294_1429.jpg,0
3155,Yorkshire_Terrier,n02094433_2537.jpg,17
35,Australian_Terrier,n02096294_895.jpg,0
1613,Leonberg,n02111129_1965.jpg,9
2600,Basenji,n02110806_4122.jpg,14
1269,Kelpie,n02105412_150.jpg,7
2328,Blenheim_Spaniel,n02086646_2955.jpg,13
434,Norwich_Terrier,n02094258_355.jpg,2
1203,Rottweiler,n02106550_11870.jpg,6
2604,Basenji,n02110806_4297.jpg,14
3638,Standard_Schnauzer,n02097209_1101.jpg,20
3497,Japanese_Spaniel,n02085782_962.jpg,19
4494,Kerry_Blue_Terrier,n02093859_808.jpg,25
4822,Saint_Bernard,n02109525_11155.jpg,27
3244,Basset,n02088238_6812.jpg,18
3759,Dhole,n02115913_3875.jpg,21
483,Norwich_Terrier,n02094258_2672.jpg,2
3738,Dhole,n02115913_1578.jpg,21
3339,Basset,n02088238_9787.jpg,18
3910,miniature_pinscher,n02107312_7717.jpg,22
1134,Rottweiler,n02106550_1889.jpg,6
2525,Basenji,n02110806_4167.jpg,14
1339,Kelpie,n02105412_2320.jpg,7
523,Norwich_Terrier,n02094258_2559.jpg,2
3644,Standard_Schnauzer,n02097209_367.jpg,20
659,Whippet,n02091134_12341.jpg,3
4928,Chihuahua,n02085620_2188.jpg,28
5021,Chihuahua,n02085620_9414.jpg,28
3144,Yorkshire_Terrier,n02094433_7464.jpg,17
4951,Chihuahua,n02085620_2507.jpg,28
3533,Japanese_Spaniel,n02085782_3158.jpg,19
4089,Lhasa,n02098413_751.jpg,23
2416,Blenheim_Spaniel,n02086646_45.jpg,13
2471,Blenheim_Spaniel,n02086646_1514.jpg,13
1000,Irish_Setter,n02100877_2899.jpg,5
1258,Kelpie,n02105412_1530.jpg,7
1618,Leonberg,n02111129_1178.jpg,9
7,Australian_Terrier,n02096294_5587.jpg,0
2225,Irish_Wolfhound,n02090721_4276.jpg,12
741,Boston_Bull,n02096585_3697.jpg,4
4035,miniature_pinscher,n02107312_7578.jpg,22
2402,Blenheim_Spaniel,n02086646_1830.jpg,13
444,Norwich_Terrier,n02094258_166.jpg,2
1743,Pomeranian,n02112018_12493.jpg,10
2939,Komondor,n02105505_4394.jpg,16
1829,Pomeranian,n02112018_3427.jpg,10
1014,Irish_Setter,n02100877_5925.jpg,5
607,Whippet,n02091134_12759.jpg,3
3101,Yorkshire_Terrier,n02094433_4399.jpg,17
544,Whippet,n02091134_12272.jpg,3
781,Boston_Bull,n02096585_11731.jpg,4
3918,miniature_pinscher,n02107312_1207.jpg,22
1486,Schipperke,n02104365_7518.jpg,8
1316,Kelpie,n02105412_2333.jpg,7
1388,Schipperke,n02104365_1166.jpg,8
3324,Basset,n02088238_9960.jpg,18
4815,Saint_Bernard,n02109525_368.jpg,27
3372,Japanese_Spaniel,n02085782_2922.jpg,19
1543,Leonberg,n02111129_5237.jpg,9
3788,Dhole,n02115913_1067.jpg,21
356,Norwich_Terrier,n02094258_2191.jpg,2
874,Boston_Bull,n02096585_2354.jpg,4
4169,Lhasa,n02098413_14953.jpg,23
294,Toy_Poodle,n02113624_2258.jpg,1
1955,Pekinese,n02086079_14999.jpg,11
895,Boston_Bull,n02096585_2419.jpg,4
704,Whippet,n02091134_7661.jpg,3
571,Whippet,n02091134_10107.jpg,3
4186,Lhasa,n02098413_2639.jpg,23
3999,miniature_pinscher,n02107312_2702.jpg,22
3240,Basset,n02088238_12710.jpg,18
4212,Lhasa,n02098413_6837.jpg,23
1845,Pomeranian,n02112018_5700.jpg,10
2970,Komondor,n02105505_3744.jpg,16
1460,Schipperke,n02104365_7381.jpg,8
1689,Leonberg,n02111129_4285.jpg,9
565,Whippet,n02091134_7736.jpg,3
4454,Kerry_Blue_Terrier,n02093859_1697.jpg,25
4415,Kerry_Blue_Terrier,n02093859_2699.jpg,25
3680,Standard_Schnauzer,n02097209_1772.jpg,20
410,Norwich_Terrier,n02094258_2668.jpg,2
3846,Dhole,n02115913_4542.jpg,21
486,Norwich_Terrier,n02094258_188.jpg,2
4939,Chihuahua,n02085620_4951.jpg,28
2969,Komondor,n02105505_3787.jpg,16
436,Norwich_Terrier,n02094258_2732.jpg,2
541,Whippet,n02091134_17054.jpg,3
4276,Walker_Hound,n02089867_1988.jpg,24
2430,Blenheim_Spaniel,n02086646_1014.jpg,13
3138,Yorkshire_Terrier,n02094433_8419.jpg,17
4624,Standard_Poodle,n02113799_1568.jpg,26
2856,African_hunting_dog,n02116738_4742.jpg,15
3539,Japanese_Spaniel,n02085782_2045.jpg,19
539,Whippet,n02091134_1425.jpg,3
496,Norwich_Terrier,n02094258_2539.jpg,2
1824,Pomeranian,n02112018_2288.jpg,10
4941,Chihuahua,n02085620_3423.jpg,28
4083,Lhasa,n02098413_3411.jpg,23
1517,Leonberg,n02111129_2012.jpg,9
4000,miniature_pinscher,n02107312_1586.jpg,22
1235,Kelpie,n02105412_327.jpg,7
3987,miniature_pinscher,n02107312_5287.jpg,22
1440,Schipperke,n02104365_10598.jpg,8
4307,Walker_Hound,n02089867_2063.jpg,24
1575,Leonberg,n02111129_2138.jpg,9
4686,Standard_Poodle,n02113799_6382.jpg,26
1348,Kelpie,n02105412_5263.jpg,7
3216,Basset,n02088238_6532.jpg,18
387,Norwich_Terrier,n02094258_3329.jpg,2
2780,African_hunting_dog,n02116738_7988.jpg,15
3850,Dhole,n02115913_4179.jpg,21
4203,Lhasa,n02098413_18317.jpg,23
4191,Lhasa,n02098413_6612.jpg,23
4884,Saint_Bernard,n02109525_523.jpg,27
4448,Kerry_Blue_Terrier,n02093859_3283.jpg,25
3665,Standard_Schnauzer,n02097209_1298.jpg,20
4671,Standard_Poodle,n02113799_5267.jpg,26
2834,African_hunting_dog,n02116738_2435.jpg,15
3218,Basset,n02088238_5239.jpg,18
3139,Yorkshire_Terrier,n02094433_5868.jpg,17
1299,Kelpie,n02105412_1925.jpg,7
2850,African_hunting_dog,n02116738_2083.jpg,15
2848,African_hunting_dog,n02116738_1398.jpg,15
4370,Walker_Hound,n02089867_3260.jpg,24
3202,Basset,n02088238_6708.jpg,18
5101,Afghan_Hound,n02088094_5265.jpg,29
2973,Komondor,n02105505_3380.jpg,16
2847,African_hunting_dog,n02116738_8341.jpg,15
3220,Basset,n02088238_9577.jpg,18
2403,Blenheim_Spaniel,n02086646_3565.jpg,13
2438,Blenheim_Spaniel,n02086646_380.jpg,13
1758,Pomeranian,n02112018_6113.jpg,10
4201,Lhasa,n02098413_18706.jpg,23
3081,Yorkshire_Terrier,n02094433_4214.jpg,17
2805,African_hunting_dog,n02116738_6092.jpg,15
1166,Rottweiler,n02106550_10714.jpg,6
1131,Rottweiler,n02106550_4254.jpg,6
2645,Basenji,n02110806_761.jpg,14
730,Boston_Bull,n02096585_1295.jpg,4
4003,miniature_pinscher,n02107312_957.jpg,22
2154,Irish_Wolfhound,n02090721_4095.jpg,12
3458,Japanese_Spaniel,n02085782_2010.jpg,19
4309,Walker_Hound,n02089867_1345.jpg,24
4495,Kerry_Blue_Terrier,n02093859_2966.jpg,25
3647,Standard_Schnauzer,n02097209_944.jpg,20
3541,Japanese_Spaniel,n02085782_1764.jpg,19
2874,African_hunting_dog,n02116738_3365.jpg,15
2682,Basenji,n02110806_1228.jpg,14
909,Irish_Setter,n02100877_3056.jpg,5
1878,Pomeranian,n02112018_2336.jpg,10
1607,Leonberg,n02111129_4001.jpg,9
4011,miniature_pinscher,n02107312_5816.jpg,22
2610,Basenji,n02110806_2627.jpg,14
3014,Komondor,n02105505_2570.jpg,16
2890,Komondor,n02105505_3672.jpg,16
3558,Standard_Schnauzer,n02097209_737.jpg,20
1146,Rottweiler,n02106550_10706.jpg,6
2503,Basenji,n02110806_2100.jpg,14
2504,Basenji,n02110806_17.jpg,14
1160,Rottweiler,n02106550_13034.jpg,6
300,Toy_Poodle,n02113624_4349.jpg,1
2536,Basenji,n02110806_5642.jpg,14
361,Norwich_Terrier,n02094258_251.jpg,2
2718,African_hunting_dog,n02116738_7537.jpg,15
2831,African_hunting_dog,n02116738_4508.jpg,15
3316,Basset,n02088238_4365.jpg,18
1569,Leonberg,n02111129_3811.jpg,9
758,Boston_Bull,n02096585_3861.jpg,4
603,Whippet,n02091134_17608.jpg,3
3489,Japanese_Spaniel,n02085782_2345.jpg,19
927,Irish_Setter,n02100877_5231.jpg,5
3669,Standard_Schnauzer,n02097209_3589.jpg,20
1355,Kelpie,n02105412_7514.jpg,7
2721,African_hunting_dog,n02116738_7657.jpg,15
4167,Lhasa,n02098413_1454.jpg,23
4354,Walker_Hound,n02089867_1048.jpg,24
4547,Kerry_Blue_Terrier,n02093859_2068.jpg,25
3581,Standard_Schnauzer,n02097209_283.jpg,20
3700,Standard_Schnauzer,n02097209_1164.jpg,20
2700,Basenji,n02110806_4150.jpg,14
519,Norwich_Terrier,n02094258_1130.jpg,2
466,Norwich_Terrier,n02094258_2711.jpg,2
3118,Yorkshire_Terrier,n02094433_4990.jpg,17
3948,miniature_pinscher,n02107312_7128.jpg,22
2655,Basenji,n02110806_4395.jpg,14
2980,Komondor,n02105505_3578.jpg,16
2845,African_hunting_dog,n02116738_204.jpg,15
453,Norwich_Terrier,n02094258_1340.jpg,2
2644,Basenji,n02110806_5238.jpg,14
2788,African_hunting_dog,n02116738_684.jpg,15
2664,Basenji,n02110806_1826.jpg,14
2681,Basenji,n02110806_1214.jpg,14
1960,Pekinese,n02086079_17103.jpg,11
1202,Rottweiler,n02106550_1742.jpg,6
206,Toy_Poodle,n02113624_6684.jpg,1
4846,Saint_Bernard,n02109525_13988.jpg,27
3724,Dhole,n02115913_4163.jpg,21
4268,Walker_Hound,n02089867_55.jpg,24
1516,Leonberg,n02111129_686.jpg,9
1053,Irish_Setter,n02100877_6917.jpg,5
1424,Schipperke,n02104365_8525.jpg,8
4160,Lhasa,n02098413_49.jpg,23
1574,Leonberg,n02111129_1419.jpg,9
4600,Standard_Poodle,n02113799_1444.jpg,26
3282,Basset,n02088238_11204.jpg,18
2588,Basenji,n02110806_581.jpg,14
2768,African_hunting_dog,n02116738_6117.jpg,15
430,Norwich_Terrier,n02094258_95.jpg,2
1197,Rottweiler,n02106550_6402.jpg,6
4849,Saint_Bernard,n02109525_12937.jpg,27
534,Whippet,n02091134_15251.jpg,3
4102,Lhasa,n02098413_1713.jpg,23
1931,Pomeranian,n02112018_9028.jpg,10
3487,Japanese_Spaniel,n02085782_593.jpg,19
4994,Chihuahua,n02085620_4998.jpg,28
736,Boston_Bull,n02096585_1645.jpg,4
678,Whippet,n02091134_7935.jpg,3
3236,Basset,n02088238_13036.jpg,18
2386,Blenheim_Spaniel,n02086646_2700.jpg,13
4693,Standard_Poodle,n02113799_2814.jpg,26
3361,Basset,n02088238_12555.jpg,18
3393,Japanese_Spaniel,n02085782_4772.jpg,19
3309,Basset,n02088238_2879.jpg,18
14,Australian_Terrier,n02096294_3533.jpg,0
118,Australian_Terrier,n02096294_1411.jpg,0
4649,Standard_Poodle,n02113799_4143.jpg,26
2938,Komondor,n02105505_2083.jpg,16
4270,Walker_Hound,n02089867_3928.jpg,24
3802,Dhole,n02115913_1449.jpg,21
5092,Afghan_Hound,n02088094_1823.jpg,29
628,Whippet,n02091134_7567.jpg,3
197,Toy_Poodle,n02113624_3462.jpg,1
2288,Irish_Wolfhound,n02090721_1782.jpg,12
2276,Irish_Wolfhound,n02090721_1026.jpg,12
3456,Japanese_Spaniel,n02085782_38.jpg,19
3168,Yorkshire_Terrier,n02094433_3704.jpg,17
3694,Standard_Schnauzer,n02097209_1560.jpg,20
2072,Pekinese,n02086079_10932.jpg,11
1810,Pomeranian,n02112018_5864.jpg,10
887,Boston_Bull,n02096585_1307.jpg,4
3402,Japanese_Spaniel,n02085782_4574.jpg,19
4181,Lhasa,n02098413_1480.jpg,23
4842,Saint_Bernard,n02109525_13356.jpg,27
1571,Leonberg,n02111129_237.jpg,9
2669,Basenji,n02110806_6542.jpg,14
2719,African_hunting_dog,n02116738_233.jpg,15
890,Boston_Bull,n02096585_1449.jpg,4
687,Whippet,n02091134_10242.jpg,3
5143,Afghan_Hound,n02088094_4521.jpg,29
2996,Komondor,n02105505_3898.jpg,16
4572,Standard_Poodle,n02113799_4499.jpg,26
2080,Pekinese,n02086079_20762.jpg,11
3995,miniature_pinscher,n02107312_4979.jpg,22
3360,Basset,n02088238_6707.jpg,18
558,Whippet,n02091134_14363.jpg,3
1654,Leonberg,n02111129_1206.jpg,9
4452,Kerry_Blue_Terrier,n02093859_3320.jpg,25
2107,Irish_Wolfhound,n02090721_2068.jpg,12
4877,Saint_Bernard,n02109525_6593.jpg,27
1563,Leonberg,n02111129_4366.jpg,9
4353,Walker_Hound,n02089867_2227.jpg,24
782,Boston_Bull,n02096585_1756.jpg,4
2887,Komondor,n02105505_4290.jpg,16
3858,Dhole,n02115913_4144.jpg,21
865,Boston_Bull,n02096585_2379.jpg,4
1663,Leonberg,n02111129_3028.jpg,9
3826,Dhole,n02115913_520.jpg,21
2084,Pekinese,n02086079_16367.jpg,11
1105,Rottweiler,n02106550_3528.jpg,6
2944,Komondor,n02105505_1159.jpg,16
2620,Basenji,n02110806_4055.jpg,14
2277,Irish_Wolfhound,n02090721_728.jpg,12
3180,Yorkshire_Terrier,n02094433_701.jpg,17
4317,Walker_Hound,n02089867_2325.jpg,24
3940,miniature_pinscher,n02107312_7076.jpg,22
3041,Yorkshire_Terrier,n02094433_2375.jpg,17
878,Boston_Bull,n02096585_4321.jpg,4
1670,Leonberg,n02111129_710.jpg,9
1199,Rottweiler,n02106550_4217.jpg,6
3219,Basset,n02088238_3066.jpg,18
1441,Schipperke,n02104365_8334.jpg,8
4461,Kerry_Blue_Terrier,n02093859_345.jpg,25
4530,Kerry_Blue_Terrier,n02093859_2293.jpg,25
2350,Blenheim_Spaniel,n02086646_3052.jpg,13
4890,Saint_Bernard,n02109525_15579.jpg,27
4607,Standard_Poodle,n02113799_4604.jpg,26
4292,Walker_Hound,n02089867_614.jpg,24
4032,miniature_pinscher,n02107312_6706.jpg,22
3127,Yorkshire_Terrier,n02094433_8977.jpg,17
71,Australian_Terrier,n02096294_1168.jpg,0
2800,African_hunting_dog,n02116738_4323.jpg,15
318,Toy_Poodle,n02113624_4112.jpg,1
3024,Komondor,n02105505_1443.jpg,16
5121,Afghan_Hound,n02088094_1475.jpg,29
2186,Irish_Wolfhound,n02090721_2179.jpg,12
4185,Lhasa,n02098413_21040.jpg,23
2667,Basenji,n02110806_513.jpg,14
5115,Afghan_Hound,n02088094_227.jpg,29
4321,Walker_Hound,n02089867_2735.jpg,24
3441,Japanese_Spaniel,n02085782_3720.jpg,19
2209,Irish_Wolfhound,n02090721_1907.jpg,12
985,Irish_Setter,n02100877_2732.jpg,5
2598,Basenji,n02110806_3880.jpg,14
1693,Leonberg,n02111129_2347.jpg,9
4323,Walker_Hound,n02089867_1764.jpg,24
2857,African_hunting_dog,n02116738_2327.jpg,15
3685,Standard_Schnauzer,n02097209_3428.jpg,20
2218,Irish_Wolfhound,n02090721_3120.jpg,12
664,Whippet,n02091134_14094.jpg,3
354,Norwich_Terrier,n02094258_1665.jpg,2
4016,miniature_pinscher,n02107312_7391.jpg,22
4396,Kerry_Blue_Terrier,n02093859_2514.jpg,25
1341,Kelpie,n02105412_1371.jpg,7
3106,Yorkshire_Terrier,n02094433_540.jpg,17
3490,Japanese_Spaniel,n02085782_381.jpg,19
4467,Kerry_Blue_Terrier,n02093859_608.jpg,25
4465,Kerry_Blue_Terrier,n02093859_806.jpg,25
415,Norwich_Terrier,n02094258_3610.jpg,2
921,Irish_Setter,n02100877_4716.jpg,5
2640,Basenji,n02110806_238.jpg,14
3261,Basset,n02088238_10288.jpg,18
2390,Blenheim_Spaniel,n02086646_1182.jpg,13
4911,Chihuahua,.DS_Store,28
4005,miniature_pinscher,n02107312_6926.jpg,22
4690,Standard_Poodle,n02113799_5766.jpg,26
1690,Leonberg,n02111129_2623.jpg,9
4131,Lhasa,n02098413_5201.jpg,23
1725,Pomeranian,n02112018_1518.jpg,10
2934,Komondor,n02105505_4143.jpg,16
866,Boston_Bull,n02096585_1260.jpg,4
455,Norwich_Terrier,n02094258_1368.jpg,2
740,Boston_Bull,n02096585_2947.jpg,4
1535,Leonberg,n02111129_4850.jpg,9
4664,Standard_Poodle,n02113799_2478.jpg,26
3968,miniature_pinscher,n02107312_4943.jpg,22
2009,Pekinese,n02086079_8595.jpg,11
1281,Kelpie,n02105412_2620.jpg,7
3649,Standard_Schnauzer,n02097209_2423.jpg,20
17,Australian_Terrier,n02096294_3137.jpg,0
161,Australian_Terrier,n02096294_3472.jpg,0
3329,Basset,n02088238_9626.jpg,18
1735,Pomeranian,n02112018_290.jpg,10
2134,Irish_Wolfhound,n02090721_2442.jpg,12
1025,Irish_Setter,n02100877_5799.jpg,5
529,Norwich_Terrier,n02094258_1132.jpg,2
662,Whippet,n02091134_18902.jpg,3
3634,Standard_Schnauzer,n02097209_2810.jpg,20
2526,Basenji,n02110806_6016.jpg,14
4215,Lhasa,n02098413_18663.jpg,23
2254,Irish_Wolfhound,n02090721_943.jpg,12
3534,Japanese_Spaniel,n02085782_309.jpg,19
2415,Blenheim_Spaniel,n02086646_2903.jpg,13
3500,Japanese_Spaniel,n02085782_1855.jpg,19
3153,Yorkshire_Terrier,n02094433_3198.jpg,17
2999,Komondor,n02105505_914.jpg,16
2441,Blenheim_Spaniel,n02086646_20.jpg,13
1118,Rottweiler,n02106550_8652.jpg,6
4958,Chihuahua,n02085620_7292.jpg,28
4508,Kerry_Blue_Terrier,n02093859_428.jpg,25
4783,Saint_Bernard,n02109525_2770.jpg,27
640,Whippet,n02091134_14090.jpg,3
1913,Pomeranian,n02112018_10129.jpg,10
4796,Saint_Bernard,n02109525_950.jpg,27
4335,Walker_Hound,n02089867_1212.jpg,24
2544,Basenji,n02110806_3781.jpg,14
1548,Leonberg,n02111129_1497.jpg,9
5052,Afghan_Hound,n02088094_1007.jpg,29
2839,African_hunting_dog,n02116738_9818.jpg,15
2103,Irish_Wolfhound,n02090721_2083.jpg,12
2327,Blenheim_Spaniel,n02086646_2404.jpg,13
2297,Irish_Wolfhound,n02090721_2267.jpg,12
4705,Standard_Poodle,n02113799_6447.jpg,26
3154,Yorkshire_Terrier,n02094433_1770.jpg,17
1723,Leonberg,n02111129_489.jpg,9
2741,African_hunting_dog,n02116738_2503.jpg,15
1953,Pekinese,n02086079_21117.jpg,11
3614,Standard_Schnauzer,n02097209_1133.jpg,20
3752,Dhole,n02115913_2412.jpg,21
3982,miniature_pinscher,n02107312_612.jpg,22
757,Boston_Bull,n02096585_1737.jpg,4
4041,miniature_pinscher,n02107312_1724.jpg,22
6,Australian_Terrier,n02096294_8706.jpg,0
3720,Dhole,n02115913_1224.jpg,21
1504,Schipperke,n02104365_9916.jpg,8
1801,Pomeranian,n02112018_3812.jpg,10
2007,Pekinese,n02086079_15375.jpg,11
4095,Lhasa,n02098413_624.jpg,23
2982,Komondor,n02105505_3008.jpg,16
746,Boston_Bull,n02096585_12464.jpg,4
2574,Basenji,n02110806_4105.jpg,14
3086,Yorkshire_Terrier,n02094433_1219.jpg,17
500,Norwich_Terrier,n02094258_2359.jpg,2
3268,Basset,n02088238_11383.jpg,18
1451,Schipperke,n02104365_9595.jpg,8
3235,Basset,n02088238_10932.jpg,18
1174,Rottweiler,n02106550_11444.jpg,6
4609,Standard_Poodle,n02113799_2466.jpg,26
785,Boston_Bull,n02096585_664.jpg,4
1918,Pomeranian,n02112018_1463.jpg,10
5040,Chihuahua,n02085620_1271.jpg,28
3338,Basset,n02088238_2822.jpg,18
3326,Basset,n02088238_9419.jpg,18
389,Norwich_Terrier,n02094258_3315.jpg,2
3461,Japanese_Spaniel,n02085782_1058.jpg,19
1144,Rottweiler,n02106550_13226.jpg,6
3059,Yorkshire_Terrier,n02094433_6328.jpg,17
212,Toy_Poodle,n02113624_3887.jpg,1
3457,Japanese_Spaniel,n02085782_2762.jpg,19
2662,Basenji,n02110806_673.jpg,14
2164,Irish_Wolfhound,n02090721_4849.jpg,12
4486,Kerry_Blue_Terrier,n02093859_40.jpg,25
4414,Kerry_Blue_Terrier,n02093859_913.jpg,25
4468,Kerry_Blue_Terrier,n02093859_393.jpg,25
3344,Basset,n02088238_11113.jpg,18
3352,Basset,n02088238_7181.jpg,18
610,Whippet,n02091134_14506.jpg,3
2260,Irish_Wolfhound,n02090721_5914.jpg,12
379,Norwich_Terrier,n02094258_928.jpg,2
2627,Basenji,n02110806_979.jpg,14
3467,Japanese_Spaniel,n02085782_806.jpg,19
3878,miniature_pinscher,n02107312_3667.jpg,22
4870,Saint_Bernard,n02109525_11452.jpg,27
480,Norwich_Terrier,n02094258_3197.jpg,2
2945,Komondor,n02105505_2322.jpg,16
1450,Schipperke,n02104365_5740.jpg,8
4661,Standard_Poodle,n02113799_2280.jpg,26
4946,Chihuahua,n02085620_1816.jpg,28
857,Boston_Bull,n02096585_11836.jpg,4
545,Whippet,n02091134_15938.jpg,3
4648,Standard_Poodle,n02113799_6740.jpg,26
4334,Walker_Hound,n02089867_2653.jpg,24
2911,Komondor,n02105505_3328.jpg,16
3889,miniature_pinscher,n02107312_6695.jpg,22
4552,Kerry_Blue_Terrier,n02093859_729.jpg,25
133,Australian_Terrier,n02096294_7711.jpg,0
1695,Leonberg,n02111129_1662.jpg,9
2105,Irish_Wolfhound,n02090721_521.jpg,12
201,Toy_Poodle,n02113624_1063.jpg,1
3020,Komondor,n02105505_1090.jpg,16
743,Boston_Bull,n02096585_7542.jpg,4
2334,Blenheim_Spaniel,n02086646_1647.jpg,13
3659,Standard_Schnauzer,n02097209_1517.jpg,20
4058,Lhasa,n02098413_18647.jpg,23
725,Boston_Bull,n02096585_11817.jpg,4
4152,Lhasa,n02098413_4926.jpg,23
951,Irish_Setter,n02100877_985.jpg,5
1374,Schipperke,n02104365_1837.jpg,8
2553,Basenji,n02110806_4117.jpg,14
1540,Leonberg,n02111129_1482.jpg,9
673,Whippet,n02091134_16086.jpg,3
1481,Schipperke,n02104365_10247.jpg,8
1104,Rottweiler,n02106550_11564.jpg,6
2435,Blenheim_Spaniel,n02086646_2871.jpg,13
413,Norwich_Terrier,n02094258_1003.jpg,2
412,Norwich_Terrier,n02094258_2708.jpg,2
2181,Irish_Wolfhound,n02090721_4290.jpg,12
4329,Walker_Hound,n02089867_3602.jpg,24
2787,African_hunting_dog,n02116738_10872.jpg,15
4233,Walker_Hound,n02089867_2039.jpg,24
5049,Afghan_Hound,n02088094_7106.jpg,29
1326,Kelpie,n02105412_3628.jpg,7
153,Australian_Terrier,n02096294_250.jpg,0
2319,Blenheim_Spaniel,n02086646_851.jpg,13
2986,Komondor,n02105505_3356.jpg,16
5003,Chihuahua,n02085620_1617.jpg,28
2956,Komondor,n02105505_3030.jpg,16
4476,Kerry_Blue_Terrier,n02093859_567.jpg,25
1704,Leonberg,n02111129_2785.jpg,9
3327,Basset,n02088238_12974.jpg,18
3190,Yorkshire_Terrier,n02094433_515.jpg,17
2014,Pekinese,n02086079_11679.jpg,11
4576,Standard_Poodle,n02113799_153.jpg,26
1904,Pomeranian,n02112018_919.jpg,10
